function_name,param_names,param_types,is_optional,return_type,documentation_length
tf.linalg.LinearOperatorToeplitz,"['is_non_singular', 'is_self_adjoint', 'is_square', 'name']","['operator', 'diag.dtype', 'batch', 'linearoperator']","[False, False, False, False]",None,3815
tf.linalg.LinearOperatorFullMatrix,"['is_non_singular', 'is_self_adjoint', 'is_square', 'name']","['operator', 'operator', 'batch', 'linearoperator']","[False, False, False, False]",None,3800
tf.linalg.trace,"['x', 'name']","['tensor', 'name']","[False, True]",None,384
tf.linalg.expm,"['input', 'name']","['complex128', 'name']","[False, True]",None,275
tf.linalg.svd,"['tensor', 'full_matrices', 'compute_uv', 'name']","['m', 'compute_uv', 'singular', 'name']","[False, False, False, True]",magnitude,729
tf.linalg.adjoint,"['matrix', 'name']","['complex128', 'name']","[False, True]",None,217
tf.linalg.tridiagonal_matmul,"['diagonals', 'rhs', 'diagonals_format', 'name']","['complex128', 'diagonals', 'compact', 'name']","[False, False, False, True]",None,530
tf.linalg.LinearOperatorAdjoint,"['operator', 'is_non_singular', 'is_self_adjoint', 'is_square', 'name']","['linearoperator', 'operator', 'operator', 'batch', '_adjoint']","[False, False, False, False, False]",None,3517
tf.sparse.SparseTensor,"['indices', 'values', 'dense_shape']","['tensor', 'tensor', 'tensor']","[False, False, False]",None,1468
tf.sparse.eye,"['num_rows', 'num_columns', 'dtype', 'name']","['tensor', 'tensor', 'element', 'defaults']","[False, True, False, False]",None,170
tf.sparse.expand_dims,"['sp_input', 'axis', 'name']","['sparsetensor', 'rank', 'name']","[False, False, False]",None,200
tf.sparse.slice,"['sp_input', 'start', 'size', 'name']","['sparsetensor', 'tensor', 'tensor', 'name']","[False, False, False, True]",None,252
tf.sparse.reduce_max,"['sp_input', 'axis', 'keepdims', 'reduction_axes', 'keep_dims']","['sparsetensor', 'None', 'dimensions', 'axis', 'alias']","[False, False, False, False, False]",None,607
tf.sparse.cross,"['inputs', 'name']","['sparsetensor', 'name']","[False, True]",None,237
tf.sparse.reorder,"['sp_input', 'name']","['input', 'tensor']","[False, True]",None,278
tf.sparse.maximum,"['sp_a', 'sp_b', 'name']","['dtype', 'operand', 'name']","[False, False, True]",None,251
tf.sparse.segment_mean,"['data', 'indices', 'segment_ids', 'name', 'num_segments']","['data', 'data', 'indices', 'name', 'int32']","[False, False, False, True, True]",None,280
tf.sparse.sparse_dense_matmul,"['sp_a', 'b', 'adjoint_a', 'adjoint_b', 'name']","['a', 'dense', 'a', 'adjoint', 'tensor']","[False, False, False, False, True]",None,2460
tf.sparse.fill_empty_rows,"['sp_input', 'default_value', 'name']","['m', 'rows', 'tensor']","[False, False, True]",None,389
tf.sparse.concat,"['axis', 'sp_inputs', 'name', 'expand_nonconcat_dim', 'concat_dim', 'expand_nonconcat_dims']","['rank', 'list', 'tensor', 'dimensions', 'axis', 'alias']","[False, False, True, False, False, False]",None,813
tf.sparse.reset_shape,"['sp_input', 'new_shape']","['input', 'None']","[False, False]",None,496
tf.sparse.add,"['a', 'b', 'threshold', 'thresh']","['operand', 'operand', 'd', 'alias']","[False, False, True, False]",None,548
tf.sparse.reduce_sum_sparse,"['sp_input', 'axis', 'keepdims', 'reduction_axes', 'keep_dims']","['sparsetensor', 'None', 'dimensions', 'axis', 'alias']","[False, False, False, False, False]",None,331
tf.sparse.to_indicator,"['sp_input', 'vocab_size', 'name']","['int32', 'dimension', 'tensor']","[False, False, True]",None,465
tf.sparse.segment_sqrt_n,"['data', 'indices', 'segment_ids', 'name', 'num_segments']","['data', 'data', 'indices', 'name', 'int32']","[False, False, False, True, True]",None,221
tf.sparse.retain,"['sp_input', 'to_retain']","['elements', 'bool']","[False, False]",None,244
tf.sparse.cross_hashed,"['inputs', 'num_buckets', 'hash_key', 'name']","['sparsetensor', 'hashed_value', 'default', 'name']","[False, False, False, True]",None,360
tf.sparse.mask,"['a', 'mask_indices', 'name']","['indexedslices', 'elements', 'name']","[False, False, True]",None,302
tf.sparse.from_dense,"['tensor', 'name']","['dense', 'name']","[False, True]",None,118
tf.sparse.merge,"['sp_ids', 'sp_values', 'vocab_size', 'name', 'already_sorted']","['int32', 'sparsetensor', 'values', 'tensor', 'bool']","[False, False, False, True, True]",None,1055
tf.sparse.SparseConditionalAccumulator,"['dtype', 'shape', 'shared_name', 'name', 'reduction_type']","['datatype', 'gradients', 'accumulator', 'accumulator', 'gradient']","[False, False, True, True, False]",None,1036
tf.sparse.softmax,"['sp_input', 'name']","['n', 'name']","[False, True]",None,455
tf.sparse.placeholder,"['dtype', 'shape', 'name']","['tensor', 'tensor', 'name']","[False, True, True]",None,480
tf.sparse.reshape,"['sp_input', 'shape', 'name']","['input', 'int64', 'tensor']","[False, False, True]",None,446
tf.sparse.reduce_max_sparse,"['sp_input', 'axis', 'keepdims', 'reduction_axes', 'keep_dims']","['sparsetensor', 'None', 'dimensions', 'axis', 'alias']","[False, False, False, False, False]",None,331
tf.sparse.transpose,"['sp_input', 'perm', 'name']","['input', 'dimensions', 'tensor']","[False, False, True]",None,289
tf.sparse.segment_sum,"['data', 'indices', 'segment_ids', 'name', 'num_segments']","['data', 'data', 'indices', 'name', 'int32']","[False, False, False, True, True]",None,590
tf.sparse.to_dense,"['sp_input', 'default_value', 'validate_indices', 'name']","['input', 'defaults', 'indices', 'tensor']","[False, False, False, True]",None,311
tf.sparse.split,"['keyword_required', 'sp_input', 'num_split', 'axis', 'name', 'split_dim']","['argument', 'sparsetensor', 'int', 'dimension', 'name', 'axis']","[False, False, False, False, True, False]",None,331
tf.sparse.reduce_sum,"['sp_input', 'axis', 'keepdims', 'reduction_axes', 'keep_dims']","['sparsetensor', 'None', 'dimensions', 'axis', 'alias']","[False, False, False, False, False]",None,483
tf.sparse.minimum,"['sp_a', 'sp_b', 'name']","['dtype', 'operand', 'name']","[False, False, True]",None,251
tf.compat.as_str_any,['value'],['object'],[False],None,95
tf.compat.path_to_str,['path'],['object'],[False],None,335
tf.compat.as_bytes,"['bytes_or_text', 'encoding']","['bytearray', 'charset']","[False, False]",None,129
tf.compat.forward_compatibility_horizon,"['year', 'month', 'day']","['e.g.', 'int', 'day']","[False, False, False]",None,266
tf.compat.forward_compatible,"['year', 'month', 'day']","['e.g.', 'int', 'day']","[False, False, False]",None,450
tf.compat.as_text,"['bytes_or_text', 'encoding']","['bytes', 'charset']","[False, False]",None,179
tf.compat.v2.DeviceSpec,"['job', 'replica', 'task', 'device_type', 'device_index']","['job', 'index', 'index', 'cpu', 'device']","[True, True, True, True, True]",None,1120
tf.compat.v2.gather_nd,"['params', 'name', 'batch_dims']","['tensor', 'name', 'tensor']","[False, True, False]",None,1618
tf.compat.v2.reduce_mean,"['input_tensor', 'axis', 'keepdims', 'name']","['tensor', 'tensor', 'dimensions', 'name']","[False, False, False, True]",None,382
tf.compat.v2.expand_dims,"['input', 'axis', 'name']","['tensor', 'rank', 'name']","[False, False, True]",None,437
tf.compat.v2.zeros_like,"['input', 'dtype', 'name']","['tensor', 'bool', 'name']","[False, False, True]",None,368
tf.compat.v2.reduce_max,"['input_tensor', 'axis', 'keepdims', 'name']","['tensor', 'tensor', 'dimensions', 'name']","[False, False, False, True]",None,209
tf.compat.v2.norm,"['tensor', 'keepdims', 'name']","['complex128', 'axis', 'name']","[False, False, False]",tensor,653
tf.compat.v2.hessians,"['ys', 'xs', 'name', 'colocate_gradients_with_ops', 'gate_gradients', 'aggregation_method']","['tensor', 'tensor', 'hessians', 'details', 'details', 'details']","[False, False, True, False, False, False]",None,244
tf.compat.v2.cond,"['pred', 'true_fn', 'false_fn', 'name']","['false_fn', 'None', 'None', 'tensor']","[False, False, False, True]",None,623
tf.compat.v2.reduce_min,"['input_tensor', 'axis', 'keepdims', 'name']","['tensor', 'tensor', 'dimensions', 'name']","[False, False, False, True]",None,209
tf.compat.v2.pad,"['tensor', 'paddings', 'mode', 'constant_values', 'name']","['tensor', 'int32', 'constant', 'tensor', 'name']","[False, False, False, False, True]",None,637
tf.compat.v2.convert_to_tensor,"['value', 'dtype', 'dtype_hint', 'name']","['conversion', 'tensor', 'tensor', 'name']","[False, True, True, True]",None,469
tf.compat.v2.scalar_mul,"['scalar', 'x', 'name']","['must', 'indexedslices', 'name']","[False, False, True]",None,150
tf.compat.v2.variable_creator_scope,['variable_creator'],['creator'],[False],None,524
tf.compat.v2.reduce_all,"['input_tensor', 'axis', 'keepdims', 'name']","['tensor', 'tensor', 'dimensions', 'name']","[False, False, False, True]",None,267
tf.compat.v2.gradients,"['ys', 'xs', 'grad_ys', 'name', 'gate_gradients', 'aggregation_method', 'stop_gradients', 'unconnected_gradients']","['tensor', 'tensor', 'tensor', 'gradients', 'conditions', 'aggregationmethod', 'tensor', 'tensor']","[False, False, True, True, False, False, True, True]",None,903
tf.compat.v2.shape,"['input', 'out_type', 'name']","['sparsetensor', 'defaults', 'name']","[False, True, True]",None,166
tf.compat.v2.boolean_mask,"['tensor', 'mask', 'axis', 'name']","['tensor', 'tensor', 'tensor', 'name']","[False, False, False, True]",None,473
tf.compat.v2.assert_greater,"['x', 'y', 'message', 'summarize', 'name']","['numeric', 'dtype', 'default', 'tensor', 'defaults']","[False, False, False, False, True]",None,268
tf.compat.v2.case,"['pred_fn_pairs', 'default', 'exclusive', 'strict', 'name']","['tensor', 'tensor', 'iff', 'strict', 'name']","[False, True, False, False, True]",None,663
tf.compat.v2.assert_rank,"['x', 'rank', 'message', 'name']","['tensor', 'int', 'default', 'defaults']","[False, False, False, True]",None,222
tf.compat.v2.assert_equal,"['x', 'y', 'message', 'summarize', 'name']","['numeric', 'dtype', 'default', 'tensor', 'defaults']","[False, False, False, False, True]",None,269
tf.compat.v2.gather,"['params', 'validate_indices', 'batch_dims', 'name']","['must', 'nothing', 'batch', 'name']","[False, False, False, True]",None,743
tf.compat.v2.assert_less,"['x', 'y', 'message', 'summarize', 'name']","['numeric', 'dtype', 'default', 'tensor', 'defaults']","[False, False, False, False, True]",None,268
tf.compat.v2.while_loop,"['cond', 'body', 'loop_vars', 'shape_invariants', 'parallel_iterations', 'back_prop', 'swap_memory', 'maximum_iterations', 'name']","['condition', 'body', 'array', 'invariants', 'int', 'backprop', 'gpucpu', 'anded', 'tensor']","[False, False, False, False, False, False, False, True, True]",None,1599
tf.compat.v2.constant,"['value', 'dtype', 'shape', 'name']","['dtype', 'tensor', 'tensor', 'tensor']","[False, False, True, True]",None,518
tf.compat.v2.device,['device_name'],['context'],[False],None,220
tf.compat.v2.reverse_sequence,"['input', 'seq_axis', 'batch_axis', 'name']","['input', 'dimension', 'defaults', 'name']","[False, False, True, True]",None,872
tf.compat.v2.Variable,"['initial_value', 'trainable', 'validate_shape', 'caching_device', 'name', 'variable_def', 'dtype', 'import_scope', 'constraint', 'synchronization', 'aggregation', 'shape']","['argument', 'case', 'default', 'None', 'defaults', 'None', 'tensor', 'buffer', 'constraints', 'auto', 'class', 'None']","[False, False, False, True, True, False, False, True, True, False, False, True]",None,10687
tf.compat.v2.space_to_batch,['input'],['batch'],[False],None,1315
tf.compat.v2.ones_like,"['input', 'dtype', 'name']","['tensor', 'bool', 'name']","[False, False, True]",None,198
tf.compat.v2.reduce_any,"['input_tensor', 'axis', 'keepdims', 'name']","['tensor', 'tensor', 'dimensions', 'name']","[False, False, False, True]",None,267
tf.compat.v2.transpose,"['a', 'perm', 'conjugate', 'name']","['tensor', 'dimensions', 'bool', 'name']","[False, False, True, True]",None,568
tf.compat.v2.batch_to_space,"['input', 'name']","['batch', 'name']","[False, True]",None,1399
tf.compat.v2.argmin,['name'],['name'],[True],None,309
tf.compat.v2.reduce_prod,"['input_tensor', 'axis', 'keepdims', 'name']","['tensor', 'tensor', 'dimensions', 'name']","[False, False, False, True]",None,208
tf.compat.v2.reduce_logsumexp,"['input_tensor', 'axis', 'keepdims', 'name']","['tensor', 'tensor', 'dimensions', 'name']","[False, False, False, True]",None,383
tf.compat.v2.name_scope,['name'],['name'],[False],None,304
tf.compat.v2.reduce_sum,"['input_tensor', 'axis', 'keepdims', 'name']","['tensor', 'tensor', 'dimensions', 'name']","[False, False, False, True]",None,339
tf.compat.v2.tuple,"['tensors', 'control_inputs', 'name']","['None', 'list', 'name']","[False, False, True]",None,217
tf.compat.v2.squeeze,"['input', 'axis', 'name']","['input', 'rank', 'name']","[False, True, True]",None,393
tf.compat.v2.image.crop_and_resize,"['image', 'boxes', 'box_indices', 'crop_size', 'extrapolation_value', 'name']","['tensor', 'tensor', 'tensor', 'tensor', 'float', 'name']","[False, False, False, False, True, True]",None,744
tf.compat.v2.image.resize_with_pad,"['image', 'target_height', 'target_width', 'method', 'antialias']","['batch', 'height', 'target', 'image', 'resizing']","[False, False, False, False, False]",None,240
tf.compat.v2.image.draw_bounding_boxes,"['boxes', 'colors', 'name']","['batch', 'boxes', 'name']","[False, False, True]",None,308
tf.compat.v2.image.sample_distorted_bounding_box,"['bounding_boxes', 'seed', 'min_object_covered', 'aspect_ratio_range', 'area_range', 'max_attempts', 'use_image_if_no_bounding_boxes', 'name']","['batch', 'defaults', 'area', 'area', 'area', 'attempts', 'bool', 'name']","[False, True, False, True, True, True, True, True]",None,863
tf.compat.v2.image.extract_glimpse,"['input', 'size', 'offsets', 'centered', 'normalized', 'noise', 'name']","['tensor', 'tensor', 'tensor', 'bool', 'bool', 'defaults', 'name']","[False, False, False, True, True, True, True]",None,587
tf.compat.v2.image.resize,"['images', 'method', 'preserve_aspect_ratio', 'antialias', 'name']","['batch', 'defaults', 'aspect', 'filter', 'name']","[False, False, False, False, True]",None,648
tf.compat.v2.lookup.StaticHashTable,"['initializer', 'default_value', 'name']","['initializer', 'key', 'name']","[False, False, True]",None,437
tf.compat.v2.lookup.StaticVocabularyTable,"['initializer', 'num_oov_buckets', 'lookup_key_dtype', 'name']","['None', 'buckets', 'data', 'name']","[False, False, False, True]",None,565
tf.compat.v2.summary.record_if,['condition'],['bool'],[False],None,117
tf.compat.v2.summary.flush,"['writer', 'name']","['None', 'name']","[False, True]",None,117
tf.compat.v2.summary.trace_export,"['name', 'step', 'profiler_outdir']","['name', 'None', 'directory']","[False, False, False]",None,168
tf.compat.v2.summary.create_file_writer,"['logdir', 'max_queue', 'flush_millis', 'filename_suffix', 'name']","['directory', 'defaults', 'defaults', 'defaults', 'name']","[False, False, False, True, False]",None,140
tf.compat.v2.summary.write,"['tag', 'tensor', 'step', 'metadata', 'name']","['summary', 'data', 'None', 'bytes', 'name']","[False, False, False, True, True]",None,229
tf.compat.v2.summary.trace_on,"['graph', 'profiler']","['collection', 'collection']","[False, False]",None,177
tf.compat.v2.summary.experimental.set_step,['step'],['None'],[False],None,162
tf.compat.v2.summary.experimental.write_raw_pb,"['tensor', 'step', 'name']","['protobufs', 'None', 'name']","[False, False, True]",None,194
tf.compat.v2.summary.experimental.summary_scope,"['name', 'default_name', 'values']","['name', 'default', 'optional']","[False, True, True]",None,271
tf.compat.v2.nn.embedding_lookup,"['params', 'ids', 'max_norm', 'name']","['tensor', 'ids', 'None', 'name']","[False, False, False, True]",None,401
tf.compat.v2.nn.RNNCellDropoutWrapper,"['cell', 'input_keep_prob', 'output_keep_prob', 'state_keep_prob', 'variational_recurrent', 'input_size', 'dtype', 'seed', 'kwargs']","['projection', 'float', 'float', 'float', 'bool', 'tensor', 'tensor', 'int', 'arguments']","[False, False, False, False, False, True, True, True, False]",None,649
tf.compat.v2.nn.max_pool_with_argmax,"['ksize', 'strides', 'data_format', 'include_batch_in_index', 'name']","['tensor', 'tensor', 'data', 'argmax', 'name']","[False, False, True, True, True]",None,462
tf.compat.v2.nn.batch_norm_with_global_normalization,"['input', 'mean', 'variance', 'beta', 'gamma', 'variance_epsilon', 'scale_after_normalization', 'name']","['input', 'dimension', 'dimension', 'tensor', 'tensor', 'float', 'tensor', 'name']","[False, False, False, False, False, False, False, True]",None,234
tf.compat.v2.nn.avg_pool2d,"['input', 'ksize', 'strides', 'padding', 'data_format', 'name']","['batch', 'tensor', 'tensor', 'algorithm', 'nchw', 'name']","[False, False, False, False, False, True]",None,229
tf.compat.v2.nn.softmax_cross_entropy_with_logits,"['labels', 'logits', 'axis', 'name']","['batch_size', 'activation', 'class', 'name']","[False, False, False, True]",None,436
tf.compat.v2.nn.conv1d,"['input', 'filters', 'stride', 'padding', 'data_format', 'dilations', 'name']","['float16', 'input', 'entries', 'same', 'batch', 'batch', 'name']","[False, False, False, False, True, False, True]",None,447
tf.compat.v2.nn.pool,"['input', 'window_shape', 'pooling_type', 'strides', 'padding', 'data_format', 'dilations', 'name']","['batch_size', 'ints', 'avg', 'defaults', 'algorithm', 'None', 'defaults', 'name']","[False, False, False, True, False, False, True, True]",None,795
tf.compat.v2.nn.fractional_avg_pool,"['value', 'pooling_ratio', 'pseudo_random', 'seed', 'name']","['batch', 'batch', 'benjamin', 'defaults', 'name']","[False, False, True, True, True]",None,447
tf.compat.v2.nn.conv3d,"['filters', 'strides', 'dilations', 'name']","['filter_depth', 'tensor', 'tensor', 'name']","[False, False, True, True]",None,450
tf.compat.v2.nn.weighted_cross_entropy_with_logits,"['labels', 'logits', 'pos_weight', 'name']","['logits', 'float32', 'coefficient', 'name']","[False, False, False, True]",None,567
tf.compat.v2.nn.depthwise_conv2d,"['input', 'filter', 'strides', 'padding', 'data_format', 'dilations', 'name']","['data_format', 'filter_height', 'dimension', 'algorithm', 'data', 'convolution', 'name']","[False, False, False, False, False, False, True]",None,462
tf.compat.v2.nn.nce_loss,"['weights', 'biases', 'labels', 'inputs', 'num_sampled', 'num_classes', 'num_true', 'sampled_values', 'name']","['class', 'class', 'batch_size', 'activations', 'batch', 'classes', 'classes', 'None', 'name']","[False, False, False, False, False, False, False, False, True]",None,681
tf.compat.v2.nn.dilation2d,"['filters', 'data_format', 'name']","['depth', 'nhwc', 'name']","[False, False, True]",None,489
tf.compat.v2.nn.depth_to_space,"['input', 'block_size', 'name']","['tensor', 'block', 'name']","[False, False, True]",None,924
tf.compat.v2.nn.crelu,"['features', 'name', 'axis']","['float', 'name', 'axis']","[False, True, False]",None,159
tf.compat.v2.nn.safe_embedding_lookup_sparse,"['embedding_weights', 'sparse_ids', 'sparse_weights', 'combiner', 'default_id', 'max_norm', 'name']","['float', 'd_0', 'float', 'currently', 'entry', 'None', 'name']","[False, False, False, False, False, False, True]",None,452
tf.compat.v2.nn.sigmoid_cross_entropy_with_logits,"['labels', 'logits', 'name']","['logits', 'float32', 'name']","[False, False, True]",None,470
tf.compat.v2.nn.separable_conv2d,"['input', 'depthwise_filter', 'pointwise_filter', 'strides', 'padding', 'data_format', 'dilations', 'name']","['data_format', 'contains', 'channels', 'convolution', 'algorithm', 'data', 'convolution', 'name']","[False, False, False, False, False, False, False, True]",None,507
tf.compat.v2.nn.RNNCellDeviceWrapper,"['cell', 'device', 'kwargs']","['instance', 'device', 'arguments']","[False, False, False]",None,120
tf.compat.v2.nn.space_to_depth,"['input', 'block_size', 'name']","['tensor', 'block', 'name']","[False, False, True]",None,878
tf.compat.v2.nn.weighted_moments,"['x', 'axes', 'frequency_weights', 'keepdims', 'name']","['tensor', 'tensor', 'tensor', 'dimensionality', 'name']","[False, False, False, False, False]",None,118
tf.compat.v2.nn.sampled_softmax_loss,"['weights', 'biases', 'labels', 'inputs', 'num_sampled', 'num_classes', 'num_true', 'sampled_values', 'remove_accidental_hits', 'seed', 'name']","['class', 'class', 'argument', 'activations', 'batch', 'classes', 'classes', 'None', 'bool', 'None', 'name']","[False, False, False, False, False, False, False, False, False, False, True]",None,555
tf.compat.v2.nn.fractional_max_pool,"['value', 'pooling_ratio', 'pseudo_random', 'seed', 'name']","['batch', 'batch', 'benjamin', 'defaults', 'name']","[False, False, True, True, True]",None,683
tf.compat.v2.nn.sparse_softmax_cross_entropy_with_logits,"['labels', 'logits', 'name']","['cpu', 'd_0', 'name']","[False, False, True]",None,469
tf.compat.v2.nn.embedding_lookup_sparse,"['params', 'sp_ids', 'sp_weights', 'combiner', 'max_norm', 'name']","['tensor', 'ids', 'float', 'currently', 'None', 'name']","[False, False, False, False, False, True]",None,687
tf.compat.v2.nn.moments,"['x', 'axes', 'shift', 'keepdims', 'name']","['tensor', 'array', 'implementation', 'dimensionality', 'moments']","[False, False, False, False, False]",None,231
tf.compat.v2.nn.dropout,"['x', 'rate', 'noise_shape', 'seed', 'name']","['tensor', 'element', 'flags', 'behavior', 'name']","[False, False, False, False, True]",None,352
tf.compat.v2.nn.convolution,"['input', 'filters', 'padding', 'strides', 'dilations', 'name', 'data_format', 'filters', 'dilations']","['batch_size', 'in_channels', 'algorithm', 'defaults', 'convolution', 'tensor', 'None', 'alias', 'alias']","[False, False, False, True, True, True, False, False, False]",None,1107
tf.compat.v2.nn.conv2d,"['filters', 'strides', 'padding', 'dilations', 'name']","['tensor', 'c', 'algorithm', 'tensor', 'name']","[False, False, False, False, True]",None,756
tf.compat.v2.nn.RNNCellResidualWrapper,"['cell', 'kwargs']","['instance', 'arguments']","[False, False]",None,137
tf.compat.v2.nn.conv2d_transpose,"['input', 'filters', 'output_shape', 'strides', 'padding', 'data_format', 'dilations', 'name']","['float', 'dimension', 'deconvolution', 'c', 'algorithm', 'nchw', 'tensor', 'tensor']","[False, False, False, False, False, False, False, True]",None,460
tf.compat.v2.nn.erosion2d,"['value', 'filters', 'data_format', 'name']","['batch', 'depth', 'nhwc', 'name']","[False, False, False, True]",None,485
tf.compat.v2.nn.sufficient_statistics,"['x', 'axes', 'shift', 'keepdims', 'name']","['tensor', 'array', 'None', 'dimensionality', 'name']","[False, False, False, False, False]",None,240
tf.compat.v2.nn.conv3d_transpose,"['input', 'filters', 'output_shape', 'strides', 'padding', 'data_format', 'dilations', 'name']","['float', 'dimension', 'deconvolution', 'c', 'algorithm', 'ncdhw', 'tensor', 'tensor']","[False, False, False, False, False, False, False, True]",None,433
tf.compat.v2.math.log_softmax,"['axis', 'name']","['default', 'name']","[False, True]",None,171
tf.compat.v2.math.count_nonzero,"['input', 'axis', 'keepdims', 'dtype', 'name']","['tensor', 'rank', 'dimensions', 'defaults', 'name']","[False, False, False, False, True]",None,444
tf.compat.v2.math.confusion_matrix,"['labels', 'predictions', 'num_classes', 'weights', 'dtype', 'name']","['classification', 'classification', 'array', 'predictions', 'confusion', 'name']","[False, False, False, True, False, False]",None,443
tf.compat.v2.math.softmax,"['axis', 'name']","['default', 'name']","[False, True]",None,170
tf.compat.v2.math.in_top_k,"['predictions', 'k', 'name']","['tensor', 'elements', 'name']","[False, False, True]",None,300
tf.compat.v2.math.bincount,"['arr', 'weights', 'minlength', 'maxlength', 'dtype', 'name']","['tensor', 'arr', 'end', 'arr', 'None', 'name']","[False, False, False, False, False, True]",None,488
tf.compat.v2.data.FixedLengthRecordDataset,"['filenames', 'record_bytes', 'header_bytes', 'footer_bytes', 'buffer_size', 'compression_type', 'num_parallel_reads']","['tensor', 'bytes', 'bytes', 'bytes', 'bytes', 'compression', 'None']","[False, False, True, True, True, True, True]",None,7280
tf.compat.v2.data.Dataset,['variant_tensor'],['tensor'],[False],None,7264
tf.compat.v2.data.TFRecordDataset,"['filenames', 'compression_type', 'buffer_size', 'num_parallel_reads']","['tensor', 'compression', 'None', 'None']","[False, True, True, True]",None,7276
tf.compat.v2.data.TextLineDataset,"['filenames', 'compression_type', 'buffer_size', 'num_parallel_reads']","['tensor', 'compression', 'bytes', 'None']","[False, True, True, True]",None,7216
tf.compat.v2.data.experimental.SqlDataset,"['driver_name', 'data_source_name', 'query', 'output_types']","['tensor', 'tensor', 'tensor', 'columns']","[False, False, False, False]",None,7230
tf.compat.v2.data.experimental.make_batched_features_dataset,"['file_pattern', 'batch_size', 'features', 'reader', 'label_key', 'reader_args', 'num_epochs', 'shuffle', 'shuffle_buffer_size', 'shuffle_seed', 'prefetch_buffer_size', 'reader_num_threads', 'parser_num_threads', 'sloppy_ordering', 'drop_final_batch']","['example', 'batch', 'dict', 'tensor', 'a', 'arguments', 'None', 'bool', 'a', 'randomization', 'autotune', 'defaults', 'tensor', 'cost', 'batch']","[False, False, False, True, True, False, False, False, False, False, False, False, False, False, False]",None,855
tf.compat.v2.data.experimental.choose_from_datasets,"['datasets', 'choice_dataset']","['list', 'tensor']","[False, False]",None,276
tf.compat.v2.data.experimental.RandomDataset,['transformation_func'],['argument'],[False],None,7041
tf.compat.v2.data.experimental.sample_from_datasets,"['datasets', 'weights', 'seed']","['list', 'datasets', 'behavior']","[False, True, True]",None,219
tf.compat.v2.data.experimental.CsvDataset,"['filenames', 'record_defaults', 'compression_type', 'buffer_size', 'header', 'field_delim', 'use_quote_delim', 'na_value', 'select_cols']","['tensor', 'column', 'compression', 'bytes', 'csv', 'character', 'bullet', 'nanan', 'column']","[False, True, True, True, True, True, True, True, True]",None,7684
tf.compat.v2.data.experimental.make_csv_dataset,"['file_pattern', 'batch_size', 'column_names', 'column_defaults', 'label_name', 'select_columns', 'field_delim', 'use_quote_delim', 'na_value', 'header', 'num_epochs', 'shuffle', 'shuffle_buffer_size', 'shuffle_seed', 'prefetch_buffer_size', 'num_parallel_reads', 'sloppy', 'num_rows_for_inference', 'compression_type', 'ignore_errors']","['csv', 'batch', 'column', 'tensor', 'column', 'argument', 'char', 'bool', 'nanan', 'bool', 'None', 'bool', 'buffer', 'randomization', 'autotune', 'csv', 'cost', 'None', 'compression', 'csv']","[False, False, True, True, True, True, True, True, False, False, False, False, False, False, False, False, False, False, True, True]",None,1087
tf.compat.v2.data.experimental.Counter,"['start', 'step', 'dtype']","['counter', 'counter', 'counter']","[True, True, True]",None,221
tf.compat.v2.saved_model.contains_saved_model,['export_dir'],['absolute'],[False],None,122
tf.compat.v2.strings.substr,"['input', 'len', 'name']","['str', 'characters', 'name']","[False, False, True]",None,783
tf.compat.v2.strings.to_hash_bucket,"['input', 'num_buckets', 'name']","['str', 'buckets', 'name']","[False, False, True]",None,144
tf.compat.v2.strings.to_number,"['input', 'name']","['str', 'name']","[False, True]",None,137
tf.compat.v2.strings.split,"['input', 'sep', 'maxsplit', 'name']","['input', 'delimiter', 'int', 'name']","[False, False, False, True]",None,344
tf.compat.v2.lite.TFLiteConverter,"['funcs', 'trackable_obj']","['concretefunctions', 'e.g']","[False, False]",None,587
tf.compat.v2.debugging.assert_type,"['tensor', 'tf_type', 'message', 'name']","['tensor', 'dtypes.bool', 'default', 'defaults']","[False, False, False, False]",None,125
tf.compat.v2.debugging.assert_less_equal,"['x', 'y', 'message', 'summarize', 'name']","['numeric', 'dtype', 'default', 'tensor', 'defaults']","[False, False, False, False, True]",None,260
tf.compat.v2.debugging.assert_non_negative,"['x', 'message', 'summarize', 'name']","['numeric', 'default', 'tensor', 'defaults']","[False, False, False, True]",None,225
tf.compat.v2.debugging.assert_scalar,"['tensor', 'message', 'name']","['tensor', 'default', 'defaults']","[False, False, False]",None,133
tf.compat.v2.debugging.assert_negative,"['x', 'message', 'summarize', 'name']","['numeric', 'default', 'tensor', 'defaults']","[False, False, False, True]",None,218
tf.compat.v2.debugging.assert_rank_at_least,"['x', 'rank', 'message', 'name']","['tensor', 'int', 'default', 'defaults']","[False, False, False, True]",None,209
tf.compat.v2.debugging.assert_shapes,"['shapes', 'data', 'summarize', 'message', 'name']","['items', 'tensor', 'tensor', 'default', 'assert_shapes']","[False, False, False, False, True]",None,389
tf.compat.v2.debugging.assert_rank_in,"['x', 'ranks', 'message', 'name']","['tensor', 'iterable', 'default', 'defaults']","[False, False, False, True]",None,204
tf.compat.v2.debugging.assert_none_equal,"['x', 'y', 'summarize', 'message', 'name']","['numeric', 'dtype', 'tensor', 'default', 'defaults']","[False, False, False, False, True]",None,267
tf.compat.v2.debugging.assert_all_finite,"['x', 'message', 'name']","['tensor', 'failure', 'name']","[False, False, True]",None,78
