Issue Number,Issue Title,Issue Body
111918,Graph break doesn't result in continuation function when break happens in if-statement expression without inline function call,"### 🐛 Describe the bug

After https://github.com/pytorch/pytorch/pull/111919 I noticed that I can now trigger a graph break without Dynamo creating a continuation frame. Modify the test function as such:

```
diff --git a/test/dynamo/test_unspec.py b/test/dynamo/test_unspec.py
index b5c3bfd02ca..02b0d48bd8d 100644
--- a/test/dynamo/test_unspec.py
+++ b/test/dynamo/test_unspec.py
@@ -381,7 +381,7 @@ class UnspecTests(torch._dynamo.test_case.TestCase):
         def fn(x):
             x = x + 1
             y = x.item()
-            if test(y):
+            if y > 2:
                 return x * 2
             else:
                 return x * 3
```

(effectively inlining test.) This causes a continuation frame to no longer be created:

<img width=""808"" alt=""image"" src=""https://github.com/pytorch/pytorch/assets/13564/cca189bb-0c9e-459a-9737-e5ea08682c0f"">

If you move the graph break to an inner function call (as the test is written in the PR), this solves the problem. So it's probably some minor issue. I took a quick look though and it wasn't obvious what the issue was.

### Versions

main

cc @msaroufim @wconstab @bdhirsh @anijain2305 @zou3519"
111917,[dynamo] `ExecutorchCallDelegateHigherOrderVariable` may not preserve `FakeTensor` identity,"### 🐛 Describe the bug

`ExecutorchCallDelegateHigherOrderVariable` will attempt to retrieve the real values as inputs to the executorch module, and then deep copy fake the result into new fake values. However, it is possible that the `executorch_call_delegate` function might perform in-place ops. 

The new FakeTensors would no longer share the same identity as the input fake tensors, violating our mechanism for in-graph aliasing detection. 

No repro as of yet, this is just speculative

Solution: manually dedup by matching the `fake <-> real <-> fake` relationship between inputs and outputs.

### Versions

main

cc @avikchaudhuri @gmagogsfm @zhxchen17 @tugsbayasgalan"
111914,vector loss autograd computation,"### 🚀 The feature, motivation and pitch

Hi, the default torch autograd only supports scalar loss, but if we need to compute vectorized loss, e.g., losses = [loss1, loss2, ... lossn], wrt. to weights, how to achieve this function efficiently without loop? Our current workaround is looping through all loss, 

grad_vectors = []
for l in losses:
    grad = torch.autograd.grad(l, self.weight, retain_graph=True)[0]
    grad_vectors.append(grad)


### Alternatives

_No response_

### Additional context

_No response_

cc @zou3519"
111909,DISABLED test_meta_outplace_fft_ihfft_cpu_float64 (__main__.TestMetaCPU),"Platforms: dynamo

This test was disabled because it is failing in CI. See [recent examples](https://hud.pytorch.org/flakytest?name=test_meta_outplace_fft_ihfft_cpu_float64&suite=TestMetaCPU) and the most recent trunk [workflow logs](https://github.com/pytorch/pytorch/runs/17990893637).

Over the past 3 hours, it has been determined flaky in 4 workflow(s) with 12 failures and 4 successes.

**Debugging instructions (after clicking on the recent samples link):**
DO NOT ASSUME THINGS ARE OKAY IF THE CI IS GREEN. We now shield flaky tests from developers so CI will thus be green but it will be harder to parse the logs.
To find relevant log snippets:
1. Click on the workflow logs linked above
2. Click on the Test step of the job so that it is expanded. Otherwise, the grepping will not work.
3. Grep for `test_meta_outplace_fft_ihfft_cpu_float64`
4. There should be several instances run (as flaky tests are rerun in CI) from which you can study the logs.


Test file path: `test_meta.py`

ConnectionTimeoutError: Connect timeout for 5000ms, GET https://raw.githubusercontent.com/pytorch/pytorch/main/test/test_meta.py -2 (connected: false, keepalive socket: false, socketHandledRequests: 1, socketHandledResponses: 0)
headers: {}

cc @ezyang @msaroufim @wconstab @bdhirsh @anijain2305 @zou3519"
111908,Inconsistent Keyword Arguments behaviors in torch.triangular_solve(),"### 🐛 Describe the bug

I encountered unexpected behavior and a documentation inconsistency when using torch.triangular_solve(). The documentation mentions that the function takes arguments 'A' and 'b', but when providing these as keyword arguments, an error message states that ""input"" is also required. Additionally, the function throws a runtime error related to tensor dimensions.

To reproduce :
```python
import torch

args = {'A': torch.randn([1]), 'b': torch.randn([2])}
res = torch.triangular_solve(**args)
```
it returns
```
TypeError: triangular_solve() missing 2 required positional argument: ""input"", ""A""
```

Second case: using 'A' and 'input'
```python
import torch
args = {'A': torch.randn([1]), 'input': torch.randn([2])}
res = torch.triangular_solve(**args)
```

Error message:

```
RuntimeError: torch.triangular_solve: Expected to have at least 2 dimensions, but it has 1 dimensions instead
```
Expected Behavior:

I expected the code to work based on the keyword arguments 'A' and 'b' as per the documentation.

Actual Behavior:

The code throws a TypeError and a RuntimeError related to missing or incorrect arguments.


### Versions

PyTorch Version: 2.2.0.dev20231023+cu118

cc @albanD"
111907,Migration from c10::variant to std::variant causes undefined symbols when linking against older pytorch,"### 🐛 Describe the bug

# Context

We build our library against *nightly PyTorch wheel*.
We ship our library as a wheel package and expects customer to install PyTorch wheel along side with it. Our test infrastructure tests our pip wheel against both: 1. nightly pytorch wheel; and 2. pytorch 2.1 release wheel.

The above workflow has been working smoothly, until the recent change that breaks the compatibility, and our binary no-longer works across pytorch nightly and 2.1 release.

# Pitch

PR #109723 migrates to `std::variant` from `c10::variant`. This change is leaked in our API.
https://github.com/pytorch/pytorch/blob/4f79161452c876a76be0499f29c0b84bc64537e6/c10/util/Exception.h#L118-L130

Our library built against pytorch nightly has undefined symbols which is provided by torch.
```
root@cc2800f1e374:/opt/pytorch/nvfuser# nm -C nvfuser/lib/libnvfuser_codegen.so | grep c10::Warning
                 U c10::WarningUtils::get_warnAlways()
                 U c10::warn(c10::Warning const&)
                 U c10::Warning::Warning(std::variant<c10::Warning::UserWarning, c10::Warning::DeprecationWarning>, c10::SourceLocation, char const*, bool)
                 U c10::Warning::Warning(std::variant<c10::Warning::UserWarning, c10::Warning::DeprecationWarning>, c10::SourceLocation const&, std::string, bool)
```

However, this means that the library we have won't work against older PyTorch release. (i.e. either older pytorch nightly wheel from before that code change and more importantly 2.1 release). Since the library gives a different symbol using c10::variant instead of std::variant.

In a general case, `c10::Warning` could be only a pytorch internal bits. Targets that are *not* using `c10::Warning` explicitly should not care about an internal implementation change.
By marking c10::Warning as a weak symbol allows targets built against PyTorch to ignore the undefined symbol from the name change. (see PR #111860).

### Versions

Collecting environment information...
PyTorch version: 2.2.0a0+gitbabb6c6
Is debug build: False
CUDA used to build PyTorch: 12.3
ROCM used to build PyTorch: N/A

OS: Ubuntu 22.04.3 LTS (x86_64)
GCC version: (Ubuntu 11.4.0-1ubuntu1~22.04) 11.4.0
Clang version: Could not collect
CMake version: version 3.27.7
Libc version: glibc-2.35

Python version: 3.10.11 (main, Oct 15 2023, 07:05:32) [GCC 11.4.0] (64-bit runtime)
Python platform: Linux-5.4.0-126-generic-x86_64-with-glibc2.35
Is CUDA available: True
CUDA runtime version: 12.3.52
CUDA_MODULE_LOADING set to: LAZY
GPU models and configuration: GPU 0: NVIDIA A100 80GB PCIe
Nvidia driver version: 525.105.17
cuDNN version: Probably one of the following:
/usr/lib/x86_64-linux-gnu/libcudnn.so.8.9.6
/usr/lib/x86_64-linux-gnu/libcudnn_adv_infer.so.8.9.6
/usr/lib/x86_64-linux-gnu/libcudnn_adv_train.so.8.9.6
/usr/lib/x86_64-linux-gnu/libcudnn_cnn_infer.so.8.9.6
/usr/lib/x86_64-linux-gnu/libcudnn_cnn_train.so.8.9.6
/usr/lib/x86_64-linux-gnu/libcudnn_ops_infer.so.8.9.6
/usr/lib/x86_64-linux-gnu/libcudnn_ops_train.so.8.9.6
HIP runtime version: N/A
MIOpen runtime version: N/A
Is XNNPACK available: True

CPU:
Architecture:                    x86_64
CPU op-mode(s):                  32-bit, 64-bit
Address sizes:                   43 bits physical, 48 bits virtual
Byte Order:                      Little Endian
CPU(s):                          64
On-line CPU(s) list:             0-63
Vendor ID:                       AuthenticAMD
Model name:                      AMD Ryzen Threadripper PRO 3975WX 32-Cores
CPU family:                      23
Model:                           49
Thread(s) per core:              2
Core(s) per socket:              32
Socket(s):                       1
Stepping:                        0
BogoMIPS:                        6987.00
Flags:                           fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush mmx fxsr sse sse2 ht syscall nx mmxext fxsr_opt pdpe1gb rdtscp lm constant_tsc rep_good nopl nonstop_tsc cpuid extd_apicid aperfmperf pni pclmulqdq monitor ssse3 fma cx16 sse4_1 sse4_2 x2apic movbe popcnt aes xsave avx f16c rdrand lahf_lm cmp_legacy svm extapic cr8_legacy abm sse4a misalignsse 3dnowprefetch osvw ibs skinit wdt tce topoext perfctr_core perfctr_nb bpext perfctr_llc mwaitx cpb cat_l3 cdp_l3 hw_pstate sme ssbd mba sev ibpb stibp vmmcall fsgsbase bmi1 avx2 smep bmi2 cqm rdt_a rdseed adx smap clflushopt clwb sha_ni xsaveopt xsavec xgetbv1 xsaves cqm_llc cqm_occup_llc cqm_mbm_total cqm_mbm_local clzero irperf xsaveerptr wbnoinvd arat npt lbrv svm_lock nrip_save tsc_scale vmcb_clean flushbyasid decodeassists pausefilter pfthreshold avic v_vmsave_vmload vgif umip rdpid overflow_recov succor smca
Virtualization:                  AMD-V
L1d cache:                       1 MiB (32 instances)
L1i cache:                       1 MiB (32 instances)
L2 cache:                        16 MiB (32 instances)
L3 cache:                        128 MiB (8 instances)
NUMA node(s):                    1
NUMA node0 CPU(s):               0-63
Vulnerability Itlb multihit:     Not affected
Vulnerability L1tf:              Not affected
Vulnerability Mds:               Not affected
Vulnerability Meltdown:          Not affected
Vulnerability Mmio stale data:   Not affected
Vulnerability Spec store bypass: Vulnerable
Vulnerability Spectre v1:        Vulnerable: __user pointer sanitization and usercopy barriers only; no swapgs barriers
Vulnerability Spectre v2:        Vulnerable, IBPB: disabled, STIBP: disabled
Vulnerability Srbds:             Not affected
Vulnerability Tsx async abort:   Not affected

Versions of relevant libraries:
[pip3] numpy==1.26.1
[pip3] optree==0.9.2
[pip3] torch==2.2.0a0+gitbabb6c6
[pip3] torchvision==0.17.0a0+68161e9
[pip3] triton==2.1.0
[conda] Could not collect


cc @malfet @seemethere"
111905,Cannot build static windows libraries ,"### 🐛 Describe the bug

🐛 Describe the bug

The torch_cpu.dll is ~200 Mb, which is way too large for us. Therefore, we'd like to build torch statically. I followed the procedures hinted in the README.

These are the commands I used:

~~~cmd
git clone https://github.com/pytorch/pytorch.git
cd pytorch && git checkout tags/v2.0.1
git submodule update --init --recursive
python -m venv .venv && .venv\Scripts\activate
pip install -r requirements.txt
pip install mkl mkl-include cmake


# additionally as found in the link above
curl https://s3.amazonaws.com/ossci-windows/mkl_2020.2.254.7z -k -O
mkdir mkl
# move 7z to mkl dir and right click, unpack here
set CMAKE_INCLUDE_PATH=D:\00_src\pytorch-fresh-install\mkl\include
set ""LIB=D:\00_src\pytorch-fresh-install\mkl\lib""
# end

cd .. && mkdir build-pytorch && cd build-pytorch
cmake -DBUILD_SHARED_LIBS:BOOL=OFF -DUSE_CUDA=0 -DCMAKE_BUILD_TYPE:STRING=MinSizeRel -DCMAKE_INSTALL_PREFIX:PATH=../pytorch-install ../pytorch
# use visual studio 2019 and ALL_BUILD with MinSizeRel to build
~~~

This builds for about an hour and fails with 1200 linker errors. Is building static libs not possible anymore?




### Versions

Windows 11 21H2, x64
using pip for python

cc @peterjc123 @mszhanyi @skyline75489 @nbcsm @vladimir-aubrecht @iremyux @Blackhex @cristianPanaite"
111904,DISABLED test_nested_tensor_sum_dim_cpu_float32 (__main__.TestNestedTensorDeviceTypeCPU),"Platforms: dynamo

This test was disabled because it is failing in CI. See [recent examples](https://hud.pytorch.org/flakytest?name=test_nested_tensor_sum_dim_cpu_float32&suite=TestNestedTensorDeviceTypeCPU) and the most recent trunk [workflow logs](https://github.com/pytorch/pytorch/runs/17987305754).

Over the past 3 hours, it has been determined flaky in 8 workflow(s) with 24 failures and 8 successes.

**Debugging instructions (after clicking on the recent samples link):**
DO NOT ASSUME THINGS ARE OKAY IF THE CI IS GREEN. We now shield flaky tests from developers so CI will thus be green but it will be harder to parse the logs.
To find relevant log snippets:
1. Click on the workflow logs linked above
2. Click on the Test step of the job so that it is expanded. Otherwise, the grepping will not work.
3. Grep for `test_nested_tensor_sum_dim_cpu_float32`
4. There should be several instances run (as flaky tests are rerun in CI) from which you can study the logs.


Test file path: `test_nestedtensor.py`

cc @cpuhrsch @jbschlosser @bhosmer @drisspg @soulitzer @ezyang @msaroufim @wconstab @bdhirsh @anijain2305 @zou3519"
111903,DISABLED test_meta_inplace_addmm_cpu_complex128 (__main__.TestMetaCPU),"Platforms: dynamo

This test was disabled because it is failing in CI. See [recent examples](https://hud.pytorch.org/flakytest?name=test_meta_inplace_addmm_cpu_complex128&suite=TestMetaCPU) and the most recent trunk [workflow logs](https://github.com/pytorch/pytorch/runs/17987838015).

Over the past 3 hours, it has been determined flaky in 8 workflow(s) with 24 failures and 8 successes.

**Debugging instructions (after clicking on the recent samples link):**
DO NOT ASSUME THINGS ARE OKAY IF THE CI IS GREEN. We now shield flaky tests from developers so CI will thus be green but it will be harder to parse the logs.
To find relevant log snippets:
1. Click on the workflow logs linked above
2. Click on the Test step of the job so that it is expanded. Otherwise, the grepping will not work.
3. Grep for `test_meta_inplace_addmm_cpu_complex128`
4. There should be several instances run (as flaky tests are rerun in CI) from which you can study the logs.


Test file path: `test_meta.py`

cc @ezyang @mruberry @Lezcano @peterbell10 @msaroufim @wconstab @bdhirsh @anijain2305 @zou3519"
111902,torchscript file can not be loaded if its saved form the export model produced by torch.export.export,"### 🐛 Describe the bug

Hi, torchscript team guys,

 I tried the newest quantization tool pt2e and get the  final QAT model. But when I load the model after serializing,some error happens.

code snippet:
```
from torch.ao.quantization.quantizer.xnnpack_quantizer import (
    XNNPACKQuantizer,
    get_symmetric_quantization_config,
)

from torch._export import dynamic_dim
from torch._export import capture_pre_autograd_graph
from torch.ao.quantization.quantize_pt2e import (
    prepare_qat_pt2e,
    convert_pt2e,
)

from torch.export import dynamic_dim
import torch
from torch._export import capture_pre_autograd_graph
from torch.export import export, ExportedProgram

class Debug(torch.nn.Module):
    def __init__(self):
        super().__init__()
        self.conv_debug=torch.nn.Conv2d(in_channels=3, out_channels=5, kernel_size=(3,3), padding=0, stride=1, groups=1,bias=True)
        self.relu=torch.nn.ReLU()
    def forward(self,x):
        x=self.conv_debug(x)
        return self.relu(x)

if __name__=='__main__':
    print('The default quantized engine is {}'.format(torch.backends.quantized.engine))
    quantizer = XNNPACKQuantizer()
    qconfig=get_symmetric_quantization_config(is_qat=True)
    quantizer.set_global(qconfig)
    model=Debug()
    input=torch.rand(1,3,10,10)
    model_aot_graph= capture_pre_autograd_graph(model,(input,))
    model_qat = prepare_qat_pt2e(model_aot_graph, quantizer)
    model_qat_convert = convert_pt2e(model_qat)
    model_qat_ep=torch.export.export(model_qat_convert,(input,))


    model_jit=torch.jit.trace(model_qat_ep.module(),input)
    torch.jit.save(model_jit,'xnnpack_pt2e.pth')
```
if I load the model in terminal，error happens:
```
>>> import torch
>>> model_jit_load=torch.jit.load('xnnpack_pt2e.pth')
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
  File ""/home/sfadmin/anaconda3/envs/torch2.1/lib/python3.9/site-packages/torch/jit/_serialization.py"", line 162, in load
    cpp_module = torch._C.import_ir_module(cu, str(f), map_location, _extra_files, _restore_shapes)  # type: ignore[call-arg]
RuntimeError: 
Unknown builtin op: quantized_decomposed::quantize_per_tensor.
Could not find any similar ops to quantized_decomposed::quantize_per_tensor. This op may not exist or may not be currently supported in TorchScript.
:
  File ""code/__torch__/torch/fx/graph_module.py"", line 12
    _param_constant1 = self._param_constant1
    _param_constant0 = self._param_constant0
    _0 = ops.quantized_decomposed.quantize_per_tensor(arg_0, 1., 0, -128, 127, 1)
         ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ <--- HERE
    _1 = ops.quantized_decomposed.dequantize_per_tensor(_0, 1., 0, -128, 127, 1)
    _2 = ops.quantized_decomposed.quantize_per_tensor(_param_constant0, 1., 0, -127, 127, 1)
```
It seems that torchscript does not support those new ops produced during using pt2e.
Is there some plan to support those operators , I hear that torchscript is in maintain mode and will not add new features.
thanks.


### Versions

Collecting environment information...
PyTorch version: 2.1.0+cu118
Is debug build: False
CUDA used to build PyTorch: 11.8
ROCM used to build PyTorch: N/A

OS: Ubuntu 20.04.3 LTS (x86_64)
GCC version: (Ubuntu 9.4.0-1ubuntu1~20.04.1) 9.4.0
Clang version: Could not collect
CMake version: version 3.22.1
Libc version: glibc-2.31

Python version: 3.9.12 (main, Apr  5 2022, 06:56:58)  [GCC 7.5.0] (64-bit runtime)
Python platform: Linux-5.4.0-155-generic-x86_64-with-glibc2.31
Is CUDA available: True
CUDA runtime version: 11.3.58
CUDA_MODULE_LOADING set to: LAZY
GPU models and configuration: 
GPU 0: NVIDIA A100-PCIE-40GB
GPU 1: NVIDIA A100-PCIE-40GB
GPU 2: NVIDIA A100-PCIE-40GB
GPU 3: NVIDIA A100-PCIE-40GB

Nvidia driver version: 470.82.01
cuDNN version: Could not collect
HIP runtime version: N/A
MIOpen runtime version: N/A
Is XNNPACK available: True

CPU:
Architecture:                    x86_64
CPU op-mode(s):                  32-bit, 64-bit
Byte Order:                      Little Endian
Address sizes:                   46 bits physical, 48 bits virtual
CPU(s):                          96
On-line CPU(s) list:             0-89
Off-line CPU(s) list:            90-95
Thread(s) per core:              1
Core(s) per socket:              24
Socket(s):                       2
NUMA node(s):                    2
Vendor ID:                       GenuineIntel
CPU family:                      6
Model:                           85
Model name:                      Intel(R) Xeon(R) Gold 6248R CPU @ 3.00GHz
Stepping:                        7
CPU MHz:                         3600.003
CPU max MHz:                     4000.0000
CPU min MHz:                     1200.0000
BogoMIPS:                        6000.00
Virtualization:                  VT-x
L1d cache:                       768 KiB
L1i cache:                       768 KiB
L2 cache:                        24 MiB
L3 cache:                        35.8 MiB
NUMA node0 CPU(s):               0-23,48-71
NUMA node1 CPU(s):               24-47,72-95
Vulnerability Itlb multihit:     KVM: Mitigation: Split huge pages
Vulnerability L1tf:              Not affected
Vulnerability Mds:               Not affected
Vulnerability Meltdown:          Not affected
Vulnerability Mmio stale data:   Mitigation; Clear CPU buffers; SMT vulnerable
Vulnerability Retbleed:          Mitigation; Enhanced IBRS
Vulnerability Spec store bypass: Mitigation; Speculative Store Bypass disabled via prctl and seccomp
Vulnerability Spectre v1:        Mitigation; usercopy/swapgs barriers and __user pointer sanitization
Vulnerability Spectre v2:        Mitigation; Enhanced IBRS, IBPB conditional, RSB filling, PBRSB-eIBRS SW sequence
Vulnerability Srbds:             Not affected
Vulnerability Tsx async abort:   Mitigation; TSX disabled
Flags:                           fpu vme de pse tsc msr pae mce cx8 apic sep mtrr pge mca cmov pat pse36 clflush dts acpi mmx fxsr sse sse2 ss ht tm pbe syscall nx pdpe1gb rdtscp lm constant_tsc art arch_perfmon pebs bts rep_good nopl xtopology nonstop_tsc cpuid aperfmperf pni pclmulqdq dtes64 ds_cpl vmx smx est tm2 ssse3 sdbg fma cx16 xtpr pdcm pcid dca sse4_1 sse4_2 x2apic movbe popcnt tsc_deadline_timer aes xsave avx f16c rdrand lahf_lm abm 3dnowprefetch cpuid_fault epb cat_l3 cdp_l3 invpcid_single intel_ppin ssbd mba ibrs ibpb stibp ibrs_enhanced tpr_shadow vnmi flexpriority ept vpid ept_ad fsgsbase tsc_adjust bmi1 avx2 smep bmi2 erms invpcid cqm mpx rdt_a avx512f avx512dq rdseed adx smap clflushopt clwb intel_pt avx512cd avx512bw avx512vl xsaveopt xsavec xgetbv1 xsaves cqm_llc cqm_occup_llc cqm_mbm_total cqm_mbm_local dtherm ida arat pln pts pku ospke avx512_vnni md_clear flush_l1d arch_capabilities

Versions of relevant libraries:
[pip3] numpy==1.22.3
[pip3] torch==2.1.0+cu118
[pip3] torch-pruning==1.0.0
[pip3] torch-scatter==2.1.0+pt112cu113
[pip3] torch-tb-profiler==0.4.0
[pip3] torchsummary==1.5.1
[pip3] torchvision==0.15.2
[pip3] torchviz==0.0.2
[pip3] triton==2.1.0
[conda] numpy                     1.22.3                   pypi_0    pypi
[conda] torch                     2.1.0+cu118              pypi_0    pypi
[conda] torch-pruning             1.0.0                    pypi_0    pypi
[conda] torch-scatter             2.1.0+pt112cu113          pypi_0    pypi
[conda] torch-tb-profiler         0.4.0                    pypi_0    pypi
[conda] torchsummary              1.5.1                    pypi_0    pypi
[conda] torchvision               0.15.2                   pypi_0    pypi
[conda] torchviz                  0.0.2                    pypi_0    pypi
[conda] triton                    2.1.0                    pypi_0    pypi

cc @jerryzh168 @jianyuh @raghuramank100 @jamesr66a @vkuzo @jgong5 @Xia-Weiwen @leslie-fang-intel @avikchaudhuri @gmagogsfm @zhxchen17 @tugsbayasgalan @EikanWang @wenzhe-nrv @sanchitintel"
